index,headline,label,risk_category,risk_label
2190,Dow Jones Futures Fall In Ailing Market Rally; Tesla CEO Elon Musk Won't Join Twitter's Board,Negative,MARKET_RISK,1
2191,Cruise stocks may face trouble as demand 'seems to be eroding': BofA,Negative,COMPANY_RISK,2
2192,"Dow Jones Futures: Market Rallies, Even On This; Here's What To Do Now",Negative,MARKET_RISK,1
2193,Dows CSO Andre Argenton Imagines Better,Negative,MARKET_RISK,1
2194,Over half of U.S. workers continue to feel mentally unwell and require time away from work,Negative,COMPANY_RISK,2
2195,"Stanley Black & Decker (NYSE:SWK) sheds US$717m, company earnings and investor returns have been trending downwards for past year",Negative,MARKET_RISK,1
2196,GE medical dye shortage felt beyond US as German hospital affected,Negative,COMPANY_RISK,2
2197,Xerox CEO John Visentin Dies,Negative,COMPANY_RISK,2
2198,Why Is Leidos (LDOS) Down 8% Since Last Earnings Report?,Negative,MARKET_RISK,1
2199,"SoFi Stock Isnt Coming Back Any Time Soon, So Stay Clear",Negative,COMPANY_RISK,2
2200,Edison International and Southern California Edison Declare Q2 Dividends,Negative,COMPANY_RISK,2
2201,Why Is Waters (WAT) Down 4.4% Since Last Earnings Report?,Negative,MARKET_RISK,1
2202,Why Global Payments Plunged Double Digits Today,Negative,COMPANY_RISK,2
2203,RH Stock Tumbles. The Retailer Says Higher Mortgage Rates Are Hurting Demand.,Negative,COMPANY_RISK,2
2204,Why Is Arista Networks (ANET) Down 6.8% Since Last Earnings Report?,Negative,MARKET_RISK,1
2205,UPDATE 3-Chipmaker Texas Instruments expects revenue hit as China lockdowns dent demand,Negative,MARKET_RISK,1
2206,"Biden Backs Turkey F-16 Purchase, Says Congress Will Agree",Negative,COMPANY_RISK,2
2207,Billionaire Ken Griffin is Selling These 10 Stocks in 2022,Negative,COMPANY_RISK,2
2208,UPDATE 2-GM calls off plan to sell India car plant to China's Great Wall,Negative,COMPANY_RISK,2
2209,"L3Harris Falls as Order Delays, Supply Chain Issues Hurt Q4 Revenue",Negative,COMPANY_RISK,2
2210,Simon Property (SPG) Stock Moves -0.87%: What You Should Know,Negative,COMPANY_RISK,2
2211,Russia Fined These US Companies Over Data Privacy Breach,Negative,COMPANY_RISK,2
2212,Why Ford Motor Stock Sank Today,Negative,COMPANY_RISK,2
2213,"Affirm faces BNPL headwinds, Microsoft launches new laptop, United Airlines expands pilot training",Negative,COMPANY_RISK,2
2214,Intuit (INTU) Down 2% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2215,Shares of Aimco (AIV) Tumble as It Completes Spin-Off of AIR,Negative,COMPANY_RISK,2
2216,'Off the charts' chemical shortages hit U.S. farms,Negative,COMPANY_RISK,2
2217,Goldman Investigation Tarnishes ESG Halo as Investors Bail,Negative,COMPANY_RISK,2
2218,Here's Why Hanesbrands (HBI) drops More Than 25% in 3 Months,Negative,COMPANY_RISK,2
2219,"BNY Mellon (BK) Pulls Back From Russia, Expects Revenue Decline",Negative,COMPANY_RISK,2
2220,"Whirlpool to exit Russia, take $300 million-$400 million hit in second quarter",Negative,COMPANY_RISK,2
2221,Freeport-McMoRan (FCX) Stock Moves -0.77%: What You Should Know,Negative,COMPANY_RISK,2
2222,New Strong Sell Stocks for May 17th,Negative,COMPANY_RISK,2
2223,"Carrols Restaurant Group (TAST) Reports Q4 Loss, Lags Revenue Estimates",Negative,COMPANY_RISK,2
2224,"Dominion Energy, Inc. (NYSE:D) Shares Could Be 40% Below Their Intrinsic Value Estimate",Negative,COMPANY_RISK,2
2225,"FDA backs adjusting COVID booster to new variants, RH and TSM stocks down",Negative,MARKET_RISK,1
2226,Oneok Inc. (OKE) Lags Q1 Earnings and Revenue Estimates,Negative,COMPANY_RISK,2
2227,Federal Realty Investment Trust (FRT) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2228,"Texas Instruments Stock Slips Post Q1 Results, China Restrictions Impacting Q2 Outlook",Negative,COMPANY_RISK,2
2229,3 Stocks Down 22% to 69% That are Screaming Buys in April,Negative,MARKET_RISK,1
2230,Honeywell International Inc. (HON) Dips More Than Broader Markets: What You Should Know,Negative,MARKET_RISK,1
2231,Verisk Analytics (VRSK) Q1 Earnings Miss Estimates,Negative,COMPANY_RISK,2
2232,C3.ai Is About to Have its Feet Held to the Fire,Negative,COMPANY_RISK,2
2233,"SmileDirectClub (SDC) Q4 Earnings Lag Estimates, Margin Falls",Negative,COMPANY_RISK,2
2234,Why Gap stock is a disaster,Negative,COMPANY_RISK,2
2235,Juniper Networks (JNPR) Misses Q1 Earnings Estimates,Negative,COMPANY_RISK,2
2236,US STOCKS-Growth stocks drag Wall Street lower on rate hike worries,Negative,COMPANY_RISK,2
2237,Moody's (MCO) Down on Q1 Earnings Miss & Lower 2022 Outlook,Negative,MARKET_RISK,1
2238,Dow Jones Snaps Win Streak; Tesla Stock Falls After Recall; Virgin Galactic Blasts Off As Spinoff Lags,Negative,MARKET_RISK,1
2239,Why Is Fastenal (FAST) Down 6.8% Since Last Earnings Report?,Negative,MARKET_RISK,1
2240,Bidens $52 Billion Chips Plan Stuck; Lawmakers Eye Election,Negative,COMPANY_RISK,2
2241,Bank of America Could Lose $44 Billion in a Severe Recession. Should Investors Be Worried?,Negative,REGULATORY_RISK,3
2242,Nike earnings preview: Shift in demand and a pullback from Foot Locker could hurt results,Negative,COMPANY_RISK,2
2243,"Air Travel This Summer Is Expensive, Messyand Booming",Negative,COMPANY_RISK,2
2244,Will Oakland's business tax hike prompt some to look elsewhere?,Negative,COMPANY_RISK,2
2245,Most Minnesota public-company stock prices have slumped since the beginning of the year,Negative,COMPANY_RISK,2
2246,New Strong Sell Stocks for May 3rd,Negative,COMPANY_RISK,2
2247,Ecuador President Survives Impeachment Attempt Amid Unrest,Negative,COMPANY_RISK,2
2248,Ukraine-Russia crisis: 7 big companies that could be hammered,Negative,COMPANY_RISK,2
2249,Why Your Next Flight Has a Higher Chance of Being Canceled,Negative,COMPANY_RISK,2
2250,"What Type Of Shareholders Make Up W.W. Grainger, Inc.'s (NYSE:GWW) Share Registry?",Negative,COMPANY_RISK,2
2251,"Outflows, Top-Line Pressure Hurt Affiliated Managers (AMG)",Negative,COMPANY_RISK,2
2252,Why Intels new plant wont end the chip shortage overnight,Negative,COMPANY_RISK,2
2253,Amazons Quandary: Cutting Workers Without Fueling Labor Unrest,Negative,COMPANY_RISK,2
2254,Cardinal Health (CAH) Q3 Earnings Miss Estimates,Negative,COMPANY_RISK,2
2255,Intel CEO on chip shortage: 'We have a rough road in front of us',Negative,COMPANY_RISK,2
2256,"Prudential Investment Portfolios 8 Buys Moderna Inc, Match Group Inc, Analog Devices Inc, Sells ...",Negative,COMPANY_RISK,2
2257,"Adobes Growth Is Likely To Slow, Morgan Stanley Warns",Negative,COMPANY_RISK,2
2258,"Dow Jones Futures Fall On China, Yields; Tesla Falls, Elon Musk Won't Join Twitter Board",Negative,MARKET_RISK,1
2259,Amazon blocks LGBTQ searches in UAE after political pressure,Negative,COMPANY_RISK,2
2260,Etsy Investors Risk More Pain After Record Selloff,Negative,COMPANY_RISK,2
2261,"Phibro (PAHC) Business Hurt by Macro Issues, FX Fluctuations",Negative,COMPANY_RISK,2
2262,Mega-cap stocks slide this week as retail and chip sectors tank,Negative,COMPANY_RISK,2
2263,American Airlines stock slips after revenue growth outlook raised but capacity view trimmed,Negative,COMPANY_RISK,2
2264,Russia's Ozon says BNY withdraws as convertible bonds trustee,Negative,COMPANY_RISK,2
2265,Why Altria Stock Plunged Today,Negative,COMPANY_RISK,2
2266,"Piscataqua Savings Bank Buys Materials Select Sector SPDR, Vanguard S&P 500 ETF, Waste ...",Negative,REGULATORY_RISK,3
2267,"Discount Play Rallies On Price-Target Hike, Signs Customers Are 'Trading Down'",Negative,MARKET_RISK,1
2268,Norwegian Follows Carnival In Making an Unpopular Move,Negative,COMPANY_RISK,2
2269,A Lack of Golden Screws Means More Trouble for Stocks,Negative,COMPANY_RISK,2
2270,Why Are IPG Photonics Shares Plunging Today,Negative,COMPANY_RISK,2
2271,"FDA 'too slow' amid baby formula crisis, commissioner testifies",Negative,COMPANY_RISK,2
2272,"Coty now expects minimum $250 million shareholder distribution from Wella stake, up from $175 million previously",Negative,COMPANY_RISK,2
2273,Analysts Estimate International Paper (IP) to Report a Decline in Earnings: What to Look Out for,Negative,COMPANY_RISK,2
2274,CarMax (KMX) Stock Moves -0.81%: What You Should Know,Negative,COMPANY_RISK,2
2275,This Fund Rarely Rebalances  But It's Clobbering The Market,Negative,MARKET_RISK,1
2276,Earnings Preview: Incyte (INCY) Q1 Earnings Expected to Decline,Negative,COMPANY_RISK,2
2277,"Kimberly-Clark (KMB) Faces High Costs, Down Over 10% in 3 Months",Negative,MARKET_RISK,1
2278,Verisk Announces Sale of Its Financial Services Business to TransUnion,Negative,COMPANY_RISK,2
2279,Domino's expects sales pressure to persist after drop in first quarter,Negative,COMPANY_RISK,2
2280,"Nordson (NDSN) Q4 Earnings & Revenues Miss Estimates, Rise Y/Y",Negative,COMPANY_RISK,2
2281,Altria stock dives to lead the S&P 500 decliners after Morgan Stanley turns bearish,Negative,COMPANY_RISK,2
2282,"These 10 Companies Recently Announced Layoffs, Hiring Freeze Amid Recession Fears",Negative,MARKET_RISK,1
2283,"Stock losses accelerate into the close as momentum stalls: Nasdaq drops 3%, Dow sheds nearly 500 points",Negative,MARKET_RISK,1
2284,U.S. Oil Economics Have Shifted. Heres Who Benefits.,Negative,COMPANY_RISK,2
2285,Altria Stock Is Sliding After the FDAs One-Two Punch,Negative,COMPANY_RISK,2
2286,Why Is The Bank of New York Mellon Corporation (BK) Down 4.2% Since Last Earnings Report?,Negative,REGULATORY_RISK,3
2287,"MAXIMUS (MMS) Q2 Earnings Top, Stock Down 8.8% on Tepid EPS View",Negative,MARKET_RISK,1
2288,Baker Hughes (BKR) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2289,Earnings Preview: Allegion (ALLE) Q3 Earnings Expected to Decline,Negative,COMPANY_RISK,2
2290,Why Is Legget & Platt (LEG) Down 0.9% Since Last Earnings Report?,Negative,MARKET_RISK,1
2291,Waste Management (WM) Tops Q1 Earnings and Revenue Estimates,Negative,COMPANY_RISK,2
2292,Moelis (MC) Down 2.6% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2293,Key Factors to Impact Medical Properties' (MPW) Q3 Earnings,Negative,COMPANY_RISK,2
2294,The last big Russia ETF is down 65% for the week as Ukrainian invasion heats up,Negative,MARKET_RISK,1
2295,"Tesla gets Buy upgrade, Meta officially changes ticker symbol, cruise lines see pricing declines",Negative,COMPANY_RISK,2
2296,Accenture tempers 2022 profit view due to stronger dollar,Negative,COMPANY_RISK,2
2297,Is NVR (NYSE:NVR) A Risky Investment?,Negative,COMPANY_RISK,2
2298,Southwest Airlines (LUV) Stock Moves -1.64%: What You Should Know,Negative,COMPANY_RISK,2
2299,"Amazon, Apple lead tech stocks to the downside",Negative,MARKET_RISK,1
2300,Biden Might Limit Oil Exports to Lower U.S. Gasoline Prices,Negative,COMPANY_RISK,2
2301,Why Is Berkshire Hathaway B (BRK.B) Down 1.2% Since Last Earnings Report?,Negative,MARKET_RISK,1
2302,What Elon Musk gets right and wrong about ESG,Negative,COMPANY_RISK,2
2303,Amazon stock plumbs fresh 52-week lows,Negative,COMPANY_RISK,2
2304,Cummins Inc. Declares Quarterly Common Stock Dividend,Negative,COMPANY_RISK,2
2305,Why Is NiSource (NI) Down 1% Since Last Earnings Report?,Negative,MARKET_RISK,1
2306,Existing home sales fall in February,Negative,COMPANY_RISK,2
2307,Conagra says meat snacks and frozen food taking an inflation-related hit from protein and transportation costs,Negative,MARKET_RISK,1
2308,Fed Chair Jerome Powell continues testimony before Congress,Negative,COMPANY_RISK,2
2309,"Seagate, Western Digital Shares Lose Steam Post Rating Downgrade, Price Target Cut",Negative,MARKET_RISK,1
2310,Billionaire Richard Chilton is Dumping These 10 Stocks,Negative,COMPANY_RISK,2
2311,Dow Jones Dives After Fed-Fueled Rebound; Tesla Hikes U.S. Prices; Elon Musk-Twitter Meeting Next,Negative,MARKET_RISK,1
2312,Western Union Shares Drop As BofA Double Downgrades To Underperform,Negative,MARKET_RISK,1
2313,7 Stocks to Sell if You Believe These Analyst Downgrades,Negative,MARKET_RISK,1
2314,American Airlines axing 2 regional routes out of PHL due to pilot shortage,Negative,COMPANY_RISK,2
2315,JPMorgan (JPM) Cuts Jobs in Mortgage Lending Amid Rate Surge,Negative,COMPANY_RISK,2
2316,Parker-Hannifin Corporation (PH) Fell Out Of Favor With Hedge Funds,Negative,COMPANY_RISK,2
2317,"Ex-Fabick CEO, removed in March, fights for control of the Caterpillar dealer",Negative,COMPANY_RISK,2
2318,Will Supply-Chain Constraint Hurt L3Harris' (LHX) Q1 Earnings?,Negative,COMPANY_RISK,2
2319,T. Rowe Price Names Poppy Allonby as Head of ESG Enablement,Negative,COMPANY_RISK,2
2320,UPDATE: Perrigo shares slide 10% premarket after earnings miss and profit warning,Negative,MARKET_RISK,1
2321,"Middleby (MIDD) Q3 Earnings & Sales Miss Estimates, Up Y/Y",Negative,COMPANY_RISK,2
2322,"Earnings Are Under Threat, Another Blow to Sagging Stock Market",Negative,MARKET_RISK,1
2323,CVS subsidiary closing plant in Colonie and laying off 70 workers,Negative,COMPANY_RISK,2
2324,Returns On Capital At Ralph Lauren (NYSE:RL) Have Hit The Brakes,Negative,COMPANY_RISK,2
2325,"Oil-stock trade is too obvious, says this fund manager, who expects a pullback in prices",Negative,COMPANY_RISK,2
2326,Heres Why Artisan Partners Sold its Celanese (CE) Shares,Negative,COMPANY_RISK,2
2327,Hanesbrands (NYSE:HBI) shareholders have endured a 22% loss from investing in the stock a year ago,Negative,COMPANY_RISK,2
2328,"Bear of the Day: Rockwell Automation, Inc. (ROK)",Negative,COMPANY_RISK,2
2329,"FMC Technologies (FTI) Reports Q4 Loss, Misses Revenue Estimates",Negative,COMPANY_RISK,2
2330,Why Walt Disney Stock Tumbled Today,Negative,COMPANY_RISK,2
2331,Under Armour Keeps Taking Body Blows,Negative,COMPANY_RISK,2
2332,US STOCKS-Wall St struggles for direction as Ukraine worries linger,Negative,COMPANY_RISK,2
2333,Weyerhaeuser Company Declares Dividend on Common Shares,Negative,COMPANY_RISK,2
2334,"Kohl's (KSS) Hurt by High SG&A Costs, Product Cost Inflation",Negative,MARKET_RISK,1
2335,NVR (NVR) Down 8.8% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2336,Exelon Corporation (NASDAQ:EXC) Analysts Are Reducing Their Forecasts For Next Year,Negative,MARKET_RISK,1
2337,"Kroger raises dividend by 24%, to boost yield above 2%",Negative,COMPANY_RISK,2
2338,Disk-Drive Stocks Are Sliding. Demand From Cloud Players Could Slow.,Negative,COMPANY_RISK,2
2339,Ford Hedges its EV Bets While GM Goes All In,Negative,COMPANY_RISK,2
2340,Aptiv PLC (APTV) Misses Q3 Earnings Estimates,Negative,COMPANY_RISK,2
2341,US STOCKS-Wall Street struggles for direction as Fed decision looms,Negative,COMPANY_RISK,2
2342,Invesco's (IVZ) May AUM Declines on Money Market Outflows,Negative,MARKET_RISK,1
2343,"Bear market, GDP, and Davos: What to watch this week",Negative,MARKET_RISK,1
2344,"Gap Stock Plummets As Old Navy Exec Departs, Group Slashes Sales Forecast",Negative,COMPANY_RISK,2
2345,"Best Buy Reports Falling Sales, Warns of Tough Year Ahead",Negative,COMPANY_RISK,2
2346,MGM (MGM) Down 14.4% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2347,Everbridge CEO David Meredith resigns,Negative,COMPANY_RISK,2
2348,"Target, ConAgra Fall Premarket; Walgreens, Bed Bath & Beyond Rise",Negative,MARKET_RISK,1
2349,Why Is Corning (GLW) Down 0.1% Since Last Earnings Report?,Negative,MARKET_RISK,1
2350,Why Is PVH (PVH) Down 12.1% Since Last Earnings Report?,Negative,MARKET_RISK,1
2351,"Las Vegas Sands (LVS) Reports Q1 Loss, Misses Revenue Estimates",Negative,COMPANY_RISK,2
2352,"Only 30 S&P 500 stocks are gaining, as health care stocks lead the losers",Negative,COMPANY_RISK,2
2353,U.S. Car Sales Are Already in a Recession. Why One Analyst Still Likes GM and Ford.,Negative,MARKET_RISK,1
2354,JPMorgan raises capital buffers after stress test and keeps third-quarter dividend of $1 a share,Negative,COMPANY_RISK,2
2355,Tesla Cuts 200 Autopilot Workers as California Site Closes,Negative,COMPANY_RISK,2
2356,3 Red Flags for Disney's Future,Negative,COMPANY_RISK,2
2357,Martin Marietta (MLM) to Divest Certain Operations for $250M,Negative,COMPANY_RISK,2
2358,Wells Fargo (WFC) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2359,83 acres in Rocky Mountain Rail Park sells for $35.46 million,Negative,COMPANY_RISK,2
2360,Hedge Funds Arent Crazy About Teleflex Incorporated (TFX) Anymore,Negative,COMPANY_RISK,2
2361,Molecular Partners shares tumble 37% after Amgen returns rights to tumor treatment candidate,Negative,COMPANY_RISK,2
2362,FirstEnergy says goodbye to 6 directors in shadow of bribery scandal,Negative,MARKET_RISK,1
2363,FMC Corporation Declares Quarterly Dividend,Negative,COMPANY_RISK,2
2364,Why the Earnings Surprise Streak Could Continue for Oneok (OKE),Negative,COMPANY_RISK,2
2365,"Boeing (BA) Reports Q1 Loss, Misses Revenue Estimates",Negative,COMPANY_RISK,2
2366,7 Dying Blue-Chip Stocks to Sell While You Still Can,Negative,COMPANY_RISK,2
2367,Why DexCom Is Down More Than 11% on Tuesday,Negative,MARKET_RISK,1
2368,CenterPoint shareholders disapprove of 2021 executive compensation,Negative,COMPANY_RISK,2
2369,Why Is Broadridge Financial (BR) Down 4% Since Last Earnings Report?,Negative,MARKET_RISK,1
2370,"Berkshire Hathaway has a cash problem, analyst says",Negative,COMPANY_RISK,2
2371,Interactive Brokers (IBKR) Stock Declines on Q1 Earnings Miss,Negative,COMPANY_RISK,2
2372,Recession calls are mounting among Wall Streets big banks,Negative,REGULATORY_RISK,3
2373,Domino's stock slides after earnings and revenue miss,Negative,COMPANY_RISK,2
2374,"Energy and retail stocks lead markets down, Treasury yields move higher",Negative,MARKET_RISK,1
2375,Better Cybersecurity Stock: Fortinet vs. Tenable,Negative,COMPANY_RISK,2
2376,Supply-Chain Issues to Hurt Micron's (MU) Q3 Earnings Growth,Negative,COMPANY_RISK,2
2377,Wall Street Has Jitters Over ICE-Black Knight Antitrust Concerns,Negative,COMPANY_RISK,2
2378,Cardinal Health's stock falls 6% after earnings miss,Negative,COMPANY_RISK,2
2379,What Are the Worst Investments During Inflation? 3 Stocks to Avoid.,Negative,MARKET_RISK,1
2380,Mirati (MRTX) Down 23% on Mixed Data From Lung Cancer Study,Negative,MARKET_RISK,1
